
/home/dl/anaconda3/envs/ly_transmvs/bin/python /home/dl/ly_pro/3DRecon/Recon_Ablation/Mobile_trans0918/train.py --logdir=./outputs/dtu_training --dataset=dtu_yao --batch_size=6 --epochs=16 --trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/ --trainlist=lists/dtu/train.txt --testlist=lists/dtu/val.txt --numdepth=192 --ndepths=32,16,8,4 --nviews=5 --wd=0.0001 --depth_inter_r=8.0, 4.0,1.0,0.5 --lrepochs=6,8,12:2 --dlossw=1.0,1.0,1.0,1.0
current time 20230919_164239
creating new summary file
argv: ['--logdir=./outputs/dtu_training', '--dataset=dtu_yao', '--batch_size=6', '--epochs=16', '--trainpath=/home/dl/dataset/DTU1/mvs_training/dtu/', '--trainlist=lists/dtu/train.txt', '--testlist=lists/dtu/val.txt', '--numdepth=192', '--ndepths=32,16,8,4', '--nviews=5', '--wd=0.0001', '--depth_inter_r=8.0, 4.0,1.0,0.5', '--lrepochs=6,8,12:2', '--dlossw=1.0,1.0,1.0,1.0']
################################  args  ################################
mode      	train                         	<class 'str'>
model     	mvsnet                        	<class 'str'>
device    	cuda                          	<class 'str'>
dataset   	dtu_yao                       	<class 'str'>
trainpath 	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
testpath  	/home/dl/dataset/DTU1/mvs_training/dtu/	<class 'str'>
trainlist 	lists/dtu/train.txt           	<class 'str'>
testlist  	lists/dtu/val.txt             	<class 'str'>
epochs    	16                            	<class 'int'>
lr        	0.001                         	<class 'float'>
lrepochs  	6,8,12:2                      	<class 'str'>
wd        	0.0001                        	<class 'float'>
nviews    	5                             	<class 'int'>
batch_size	6                             	<class 'int'>
numdepth  	192                           	<class 'int'>
interval_scale	1.06                          	<class 'float'>
loadckpt  	None                          	<class 'NoneType'>
logdir    	./outputs/dtu_training        	<class 'str'>
resume    	False                         	<class 'bool'>
summary_freq	10                            	<class 'int'>
save_freq 	1                             	<class 'int'>
eval_freq 	1                             	<class 'int'>
seed      	1                             	<class 'int'>
pin_m     	False                         	<class 'bool'>
local_rank	0                             	<class 'int'>
share_cr  	False                         	<class 'bool'>
ndepths   	32,16,8,4                     	<class 'str'>
fea_channels	64,32,16,8                    	<class 'str'>
depth_inter_r	8.0, 4.0,1.0,0.5              	<class 'str'>
dlossw    	1.0,1.0,1.0,1.0               	<class 'str'>
cr_base_chs	8,8,8,4                       	<class 'str'>
grad_method	detach                        	<class 'str'>
using_apex	False                         	<class 'bool'>
sync_bn   	False                         	<class 'bool'>
opt_level 	O0                            	<class 'str'>
keep_batchnorm_fp32	None                          	<class 'NoneType'>
loss_scale	None                          	<class 'NoneType'>
########################################################################
**********netphs:[32, 16, 8, 4], depth_intervals_ratio:[8.0, 4.0, 1.0, 0.5],  grad:detach, chs:[8, 8, 8, 4]************
start at epoch 0
Number of model parameters: 3503673
Let's use 1 GPUs!
mvsdataset kwargs {}
dataset train metas: 27097
mvsdataset kwargs {}
dataset test metas: 6174
/home/dl/anaconda3/envs/ly_transmvs/lib/python3.8/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Epoch 0/16, Iter 0/4516, lr 0.000335, train loss = 19.949, depth loss = 155.916, entropy loss = 19.949, time = 7.534
Epoch 2/16, Iter 718/4516, lr 0.001000, train loss = 6.494, depth loss = 10.759, entropy loss = 6.494, time = 1.577
Epoch 2/16, Iter 728/4516, lr 0.001000, train loss = 6.034, depth loss = 8.570, entropy loss = 6.034, time = 1.576
Epoch 2/16, Iter 738/4516, lr 0.001000, train loss = 5.498, depth loss = 3.059, entropy loss = 5.498, time = 1.573
Epoch 2/16, Iter 748/4516, lr 0.001000, train loss = 6.903, depth loss = 7.838, entropy loss = 6.903, time = 1.576
Epoch 2/16, Iter 758/4516, lr 0.001000, train loss = 5.815, depth loss = 9.270, entropy loss = 5.815, time = 1.577
Epoch 2/16, Iter 768/4516, lr 0.001000, train loss = 6.502, depth loss = 7.849, entropy loss = 6.502, time = 1.583
Epoch 2/16, Iter 778/4516, lr 0.001000, train loss = 5.855, depth loss = 7.556, entropy loss = 5.855, time = 1.579
Epoch 2/16, Iter 788/4516, lr 0.001000, train loss = 5.294, depth loss = 4.368, entropy loss = 5.294, time = 1.580
Epoch 2/16, Iter 798/4516, lr 0.001000, train loss = 4.810, depth loss = 2.807, entropy loss = 4.810, time = 1.583
Epoch 2/16, Iter 808/4516, lr 0.001000, train loss = 7.800, depth loss = 19.572, entropy loss = 7.800, time = 1.573
Epoch 2/16, Iter 818/4516, lr 0.001000, train loss = 5.536, depth loss = 4.359, entropy loss = 5.536, time = 1.585
Epoch 2/16, Iter 828/4516, lr 0.001000, train loss = 5.344, depth loss = 5.134, entropy loss = 5.344, time = 1.634
Epoch 2/16, Iter 838/4516, lr 0.001000, train loss = 5.819, depth loss = 10.575, entropy loss = 5.819, time = 1.576
Epoch 2/16, Iter 848/4516, lr 0.001000, train loss = 5.704, depth loss = 3.941, entropy loss = 5.704, time = 1.593
Epoch 2/16, Iter 858/4516, lr 0.001000, train loss = 6.297, depth loss = 7.296, entropy loss = 6.297, time = 1.580
Epoch 2/16, Iter 868/4516, lr 0.001000, train loss = 6.034, depth loss = 6.343, entropy loss = 6.034, time = 1.577
Epoch 2/16, Iter 878/4516, lr 0.001000, train loss = 5.620, depth loss = 8.005, entropy loss = 5.620, time = 1.580
Epoch 2/16, Iter 888/4516, lr 0.001000, train loss = 5.031, depth loss = 3.941, entropy loss = 5.031, time = 1.588
Epoch 2/16, Iter 898/4516, lr 0.001000, train loss = 6.075, depth loss = 7.064, entropy loss = 6.075, time = 1.583
Epoch 2/16, Iter 908/4516, lr 0.001000, train loss = 5.508, depth loss = 4.069, entropy loss = 5.508, time = 1.586
Epoch 2/16, Iter 918/4516, lr 0.001000, train loss = 4.695, depth loss = 2.918, entropy loss = 4.695, time = 1.580
Epoch 2/16, Iter 928/4516, lr 0.001000, train loss = 5.601, depth loss = 4.387, entropy loss = 5.601, time = 1.581
Epoch 2/16, Iter 938/4516, lr 0.001000, train loss = 5.838, depth loss = 7.979, entropy loss = 5.838, time = 1.590
Epoch 2/16, Iter 948/4516, lr 0.001000, train loss = 5.703, depth loss = 3.912, entropy loss = 5.703, time = 1.578
Epoch 2/16, Iter 958/4516, lr 0.001000, train loss = 5.361, depth loss = 4.968, entropy loss = 5.361, time = 1.587
Epoch 2/16, Iter 968/4516, lr 0.001000, train loss = 4.892, depth loss = 2.873, entropy loss = 4.892, time = 1.583
Epoch 2/16, Iter 978/4516, lr 0.001000, train loss = 5.648, depth loss = 5.335, entropy loss = 5.648, time = 1.582
Epoch 2/16, Iter 988/4516, lr 0.001000, train loss = 5.436, depth loss = 5.553, entropy loss = 5.436, time = 1.579
Epoch 2/16, Iter 998/4516, lr 0.001000, train loss = 5.603, depth loss = 8.798, entropy loss = 5.603, time = 1.580
Epoch 2/16, Iter 1008/4516, lr 0.001000, train loss = 6.465, depth loss = 8.851, entropy loss = 6.465, time = 1.574
Epoch 2/16, Iter 1018/4516, lr 0.001000, train loss = 5.756, depth loss = 4.230, entropy loss = 5.756, time = 1.598
Epoch 2/16, Iter 1028/4516, lr 0.001000, train loss = 4.595, depth loss = 2.777, entropy loss = 4.595, time = 1.584
Epoch 2/16, Iter 1038/4516, lr 0.001000, train loss = 5.541, depth loss = 5.791, entropy loss = 5.541, time = 1.579
Epoch 2/16, Iter 1048/4516, lr 0.001000, train loss = 5.413, depth loss = 2.280, entropy loss = 5.413, time = 1.580
Epoch 2/16, Iter 1058/4516, lr 0.001000, train loss = 5.854, depth loss = 5.094, entropy loss = 5.854, time = 1.581
Epoch 2/16, Iter 1068/4516, lr 0.001000, train loss = 4.945, depth loss = 5.981, entropy loss = 4.945, time = 1.579
Epoch 2/16, Iter 1078/4516, lr 0.001000, train loss = 4.953, depth loss = 3.768, entropy loss = 4.953, time = 1.585
Epoch 2/16, Iter 1088/4516, lr 0.001000, train loss = 5.265, depth loss = 5.529, entropy loss = 5.265, time = 1.584
Epoch 2/16, Iter 1098/4516, lr 0.001000, train loss = 4.731, depth loss = 5.381, entropy loss = 4.731, time = 1.577
Epoch 2/16, Iter 1108/4516, lr 0.001000, train loss = 4.775, depth loss = 3.568, entropy loss = 4.775, time = 1.589
Epoch 2/16, Iter 1118/4516, lr 0.001000, train loss = 6.320, depth loss = 8.597, entropy loss = 6.320, time = 1.589
Epoch 2/16, Iter 1128/4516, lr 0.001000, train loss = 6.442, depth loss = 10.220, entropy loss = 6.442, time = 1.586
Epoch 2/16, Iter 1138/4516, lr 0.001000, train loss = 5.796, depth loss = 4.603, entropy loss = 5.796, time = 1.586
Epoch 2/16, Iter 1148/4516, lr 0.001000, train loss = 4.927, depth loss = 4.069, entropy loss = 4.927, time = 1.584
Epoch 2/16, Iter 1158/4516, lr 0.001000, train loss = 5.251, depth loss = 4.665, entropy loss = 5.251, time = 1.583
Epoch 2/16, Iter 1168/4516, lr 0.001000, train loss = 5.284, depth loss = 3.171, entropy loss = 5.284, time = 1.586
Epoch 2/16, Iter 1178/4516, lr 0.001000, train loss = 5.324, depth loss = 4.978, entropy loss = 5.324, time = 1.577
Epoch 2/16, Iter 1188/4516, lr 0.001000, train loss = 5.630, depth loss = 3.441, entropy loss = 5.630, time = 1.587
Epoch 2/16, Iter 1198/4516, lr 0.001000, train loss = 5.775, depth loss = 6.317, entropy loss = 5.775, time = 1.577
Epoch 2/16, Iter 1208/4516, lr 0.001000, train loss = 5.124, depth loss = 3.301, entropy loss = 5.124, time = 1.566
Epoch 2/16, Iter 1218/4516, lr 0.001000, train loss = 6.881, depth loss = 7.975, entropy loss = 6.881, time = 1.581
Epoch 2/16, Iter 1228/4516, lr 0.001000, train loss = 5.696, depth loss = 4.243, entropy loss = 5.696, time = 1.583
Epoch 2/16, Iter 1238/4516, lr 0.001000, train loss = 5.559, depth loss = 5.350, entropy loss = 5.559, time = 1.585
Epoch 2/16, Iter 1248/4516, lr 0.001000, train loss = 5.637, depth loss = 6.163, entropy loss = 5.637, time = 1.583
Epoch 2/16, Iter 1258/4516, lr 0.001000, train loss = 5.068, depth loss = 3.643, entropy loss = 5.068, time = 1.587
Epoch 2/16, Iter 1268/4516, lr 0.001000, train loss = 5.808, depth loss = 5.061, entropy loss = 5.808, time = 1.579
Epoch 2/16, Iter 1278/4516, lr 0.001000, train loss = 4.971, depth loss = 4.074, entropy loss = 4.971, time = 1.579
Epoch 2/16, Iter 1288/4516, lr 0.001000, train loss = 5.325, depth loss = 3.928, entropy loss = 5.325, time = 1.596
Epoch 2/16, Iter 1298/4516, lr 0.001000, train loss = 5.396, depth loss = 3.392, entropy loss = 5.396, time = 1.580
Epoch 2/16, Iter 1308/4516, lr 0.001000, train loss = 6.519, depth loss = 4.048, entropy loss = 6.519, time = 1.584
Epoch 2/16, Iter 1318/4516, lr 0.001000, train loss = 5.527, depth loss = 6.356, entropy loss = 5.527, time = 1.588
Epoch 2/16, Iter 1328/4516, lr 0.001000, train loss = 6.094, depth loss = 5.096, entropy loss = 6.094, time = 1.582
Epoch 2/16, Iter 1338/4516, lr 0.001000, train loss = 5.024, depth loss = 2.324, entropy loss = 5.024, time = 1.592
Epoch 2/16, Iter 1348/4516, lr 0.001000, train loss = 4.471, depth loss = 3.647, entropy loss = 4.471, time = 1.581
Epoch 2/16, Iter 1358/4516, lr 0.001000, train loss = 5.865, depth loss = 4.848, entropy loss = 5.865, time = 1.576
Epoch 2/16, Iter 1368/4516, lr 0.001000, train loss = 5.998, depth loss = 6.476, entropy loss = 5.998, time = 1.589
Epoch 2/16, Iter 1378/4516, lr 0.001000, train loss = 5.779, depth loss = 4.505, entropy loss = 5.779, time = 1.583
Epoch 2/16, Iter 1388/4516, lr 0.001000, train loss = 6.458, depth loss = 12.150, entropy loss = 6.458, time = 1.587
Epoch 2/16, Iter 1398/4516, lr 0.001000, train loss = 5.656, depth loss = 5.221, entropy loss = 5.656, time = 1.583
Epoch 2/16, Iter 1408/4516, lr 0.001000, train loss = 6.176, depth loss = 4.839, entropy loss = 6.176, time = 1.576
Epoch 2/16, Iter 1418/4516, lr 0.001000, train loss = 5.816, depth loss = 8.180, entropy loss = 5.816, time = 1.582
Epoch 2/16, Iter 1428/4516, lr 0.001000, train loss = 5.497, depth loss = 8.589, entropy loss = 5.497, time = 1.584
Epoch 2/16, Iter 1438/4516, lr 0.001000, train loss = 5.111, depth loss = 1.906, entropy loss = 5.111, time = 1.584
Epoch 2/16, Iter 1448/4516, lr 0.001000, train loss = 4.866, depth loss = 5.100, entropy loss = 4.866, time = 1.577
Epoch 2/16, Iter 1458/4516, lr 0.001000, train loss = 4.768, depth loss = 3.110, entropy loss = 4.768, time = 1.580
Epoch 2/16, Iter 1468/4516, lr 0.001000, train loss = 5.833, depth loss = 7.082, entropy loss = 5.833, time = 1.587
Epoch 2/16, Iter 1478/4516, lr 0.001000, train loss = 4.994, depth loss = 4.381, entropy loss = 4.994, time = 1.588
Epoch 2/16, Iter 1488/4516, lr 0.001000, train loss = 6.545, depth loss = 12.393, entropy loss = 6.545, time = 1.577
Epoch 2/16, Iter 1498/4516, lr 0.001000, train loss = 5.275, depth loss = 5.464, entropy loss = 5.275, time = 1.580
Epoch 2/16, Iter 1508/4516, lr 0.001000, train loss = 5.619, depth loss = 6.815, entropy loss = 5.619, time = 1.586
Epoch 2/16, Iter 1518/4516, lr 0.001000, train loss = 5.455, depth loss = 3.253, entropy loss = 5.455, time = 1.586
Epoch 2/16, Iter 1528/4516, lr 0.001000, train loss = 5.477, depth loss = 5.916, entropy loss = 5.477, time = 1.580
Epoch 2/16, Iter 1538/4516, lr 0.001000, train loss = 5.470, depth loss = 7.186, entropy loss = 5.470, time = 1.584
Epoch 2/16, Iter 1548/4516, lr 0.001000, train loss = 5.255, depth loss = 4.073, entropy loss = 5.255, time = 1.583
Epoch 2/16, Iter 1558/4516, lr 0.001000, train loss = 5.498, depth loss = 5.017, entropy loss = 5.498, time = 1.576
Epoch 2/16, Iter 1568/4516, lr 0.001000, train loss = 5.581, depth loss = 7.107, entropy loss = 5.581, time = 1.590
Epoch 2/16, Iter 1578/4516, lr 0.001000, train loss = 5.311, depth loss = 3.444, entropy loss = 5.311, time = 1.584
Epoch 2/16, Iter 1588/4516, lr 0.001000, train loss = 5.557, depth loss = 4.505, entropy loss = 5.557, time = 1.584
Epoch 2/16, Iter 1598/4516, lr 0.001000, train loss = 5.468, depth loss = 7.136, entropy loss = 5.468, time = 1.586
Epoch 2/16, Iter 1608/4516, lr 0.001000, train loss = 5.389, depth loss = 6.483, entropy loss = 5.389, time = 1.581
Epoch 2/16, Iter 1618/4516, lr 0.001000, train loss = 5.202, depth loss = 5.532, entropy loss = 5.202, time = 1.580
Epoch 2/16, Iter 1628/4516, lr 0.001000, train loss = 5.698, depth loss = 9.586, entropy loss = 5.698, time = 1.582
Epoch 2/16, Iter 1638/4516, lr 0.001000, train loss = 5.713, depth loss = 2.933, entropy loss = 5.713, time = 1.575
Epoch 2/16, Iter 1648/4516, lr 0.001000, train loss = 6.189, depth loss = 11.434, entropy loss = 6.189, time = 1.581
Epoch 2/16, Iter 1658/4516, lr 0.001000, train loss = 6.418, depth loss = 6.870, entropy loss = 6.418, time = 1.578
Epoch 2/16, Iter 1668/4516, lr 0.001000, train loss = 6.167, depth loss = 5.874, entropy loss = 6.167, time = 1.575
Epoch 2/16, Iter 1678/4516, lr 0.001000, train loss = 6.164, depth loss = 9.814, entropy loss = 6.164, time = 1.585
Epoch 2/16, Iter 1688/4516, lr 0.001000, train loss = 6.016, depth loss = 13.655, entropy loss = 6.016, time = 1.587
Epoch 2/16, Iter 1698/4516, lr 0.001000, train loss = 5.063, depth loss = 3.291, entropy loss = 5.063, time = 1.588
Epoch 2/16, Iter 1708/4516, lr 0.001000, train loss = 6.086, depth loss = 3.275, entropy loss = 6.086, time = 1.587
Epoch 2/16, Iter 1718/4516, lr 0.001000, train loss = 5.604, depth loss = 7.255, entropy loss = 5.604, time = 1.583
Epoch 2/16, Iter 1728/4516, lr 0.001000, train loss = 5.573, depth loss = 8.586, entropy loss = 5.573, time = 1.583
Epoch 2/16, Iter 1738/4516, lr 0.001000, train loss = 5.144, depth loss = 5.459, entropy loss = 5.144, time = 1.586
Epoch 2/16, Iter 1748/4516, lr 0.001000, train loss = 5.219, depth loss = 6.153, entropy loss = 5.219, time = 1.582
Epoch 2/16, Iter 1758/4516, lr 0.001000, train loss = 4.818, depth loss = 8.760, entropy loss = 4.818, time = 1.599
Epoch 2/16, Iter 1768/4516, lr 0.001000, train loss = 5.101, depth loss = 2.250, entropy loss = 5.101, time = 1.578
Epoch 2/16, Iter 1778/4516, lr 0.001000, train loss = 5.725, depth loss = 5.067, entropy loss = 5.725, time = 1.577
Epoch 2/16, Iter 1788/4516, lr 0.001000, train loss = 4.697, depth loss = 3.898, entropy loss = 4.697, time = 1.577
Epoch 2/16, Iter 1798/4516, lr 0.001000, train loss = 5.347, depth loss = 7.384, entropy loss = 5.347, time = 1.589
Epoch 2/16, Iter 1808/4516, lr 0.001000, train loss = 5.940, depth loss = 11.808, entropy loss = 5.940, time = 1.591
Epoch 2/16, Iter 1818/4516, lr 0.001000, train loss = 5.959, depth loss = 4.390, entropy loss = 5.959, time = 1.591
Epoch 2/16, Iter 1828/4516, lr 0.001000, train loss = 5.186, depth loss = 3.911, entropy loss = 5.186, time = 1.582
Epoch 2/16, Iter 1838/4516, lr 0.001000, train loss = 4.258, depth loss = 1.905, entropy loss = 4.258, time = 1.576
Epoch 2/16, Iter 1848/4516, lr 0.001000, train loss = 5.013, depth loss = 4.454, entropy loss = 5.013, time = 1.580
Epoch 2/16, Iter 1858/4516, lr 0.001000, train loss = 5.266, depth loss = 3.127, entropy loss = 5.266, time = 1.592
Epoch 2/16, Iter 1868/4516, lr 0.001000, train loss = 5.218, depth loss = 2.611, entropy loss = 5.218, time = 1.589
Epoch 2/16, Iter 1878/4516, lr 0.001000, train loss = 6.375, depth loss = 8.647, entropy loss = 6.375, time = 1.585
Epoch 2/16, Iter 1888/4516, lr 0.001000, train loss = 6.775, depth loss = 9.704, entropy loss = 6.775, time = 1.583
Epoch 2/16, Iter 1898/4516, lr 0.001000, train loss = 5.560, depth loss = 5.675, entropy loss = 5.560, time = 1.587
Epoch 2/16, Iter 1908/4516, lr 0.001000, train loss = 7.025, depth loss = 8.101, entropy loss = 7.025, time = 1.586
Epoch 2/16, Iter 1918/4516, lr 0.001000, train loss = 6.002, depth loss = 7.785, entropy loss = 6.002, time = 1.582
Epoch 2/16, Iter 1928/4516, lr 0.001000, train loss = 6.346, depth loss = 13.720, entropy loss = 6.346, time = 1.584
Epoch 2/16, Iter 1938/4516, lr 0.001000, train loss = 5.438, depth loss = 6.552, entropy loss = 5.438, time = 1.571
Epoch 2/16, Iter 1948/4516, lr 0.001000, train loss = 5.735, depth loss = 3.233, entropy loss = 5.735, time = 1.582
Epoch 2/16, Iter 1958/4516, lr 0.001000, train loss = 5.867, depth loss = 10.336, entropy loss = 5.867, time = 1.583
Epoch 2/16, Iter 1968/4516, lr 0.001000, train loss = 5.376, depth loss = 3.587, entropy loss = 5.376, time = 1.585
Epoch 2/16, Iter 1978/4516, lr 0.001000, train loss = 5.610, depth loss = 4.318, entropy loss = 5.610, time = 1.591
Epoch 2/16, Iter 1988/4516, lr 0.001000, train loss = 5.125, depth loss = 4.586, entropy loss = 5.125, time = 1.587
Epoch 2/16, Iter 1998/4516, lr 0.001000, train loss = 6.931, depth loss = 9.031, entropy loss = 6.931, time = 1.589
Epoch 2/16, Iter 2008/4516, lr 0.001000, train loss = 4.887, depth loss = 3.206, entropy loss = 4.887, time = 1.581
Epoch 2/16, Iter 2018/4516, lr 0.001000, train loss = 5.299, depth loss = 5.897, entropy loss = 5.299, time = 1.589
Epoch 2/16, Iter 2028/4516, lr 0.001000, train loss = 5.113, depth loss = 2.497, entropy loss = 5.113, time = 1.579
Epoch 2/16, Iter 2038/4516, lr 0.001000, train loss = 5.836, depth loss = 6.208, entropy loss = 5.836, time = 1.583
Epoch 2/16, Iter 2048/4516, lr 0.001000, train loss = 5.857, depth loss = 14.608, entropy loss = 5.857, time = 1.578
Epoch 2/16, Iter 2058/4516, lr 0.001000, train loss = 6.916, depth loss = 11.544, entropy loss = 6.916, time = 1.594
Epoch 2/16, Iter 2068/4516, lr 0.001000, train loss = 5.581, depth loss = 3.352, entropy loss = 5.581, time = 1.589
Epoch 2/16, Iter 2078/4516, lr 0.001000, train loss = 5.934, depth loss = 9.873, entropy loss = 5.934, time = 1.591
Epoch 2/16, Iter 2088/4516, lr 0.001000, train loss = 7.198, depth loss = 8.608, entropy loss = 7.198, time = 1.582
Epoch 2/16, Iter 2098/4516, lr 0.001000, train loss = 5.392, depth loss = 4.571, entropy loss = 5.392, time = 1.580
Epoch 2/16, Iter 2108/4516, lr 0.001000, train loss = 5.926, depth loss = 5.018, entropy loss = 5.926, time = 1.587
Epoch 2/16, Iter 2118/4516, lr 0.001000, train loss = 7.138, depth loss = 12.774, entropy loss = 7.138, time = 1.588
Epoch 2/16, Iter 2128/4516, lr 0.001000, train loss = 4.853, depth loss = 1.910, entropy loss = 4.853, time = 1.589
Epoch 2/16, Iter 2138/4516, lr 0.001000, train loss = 5.313, depth loss = 7.985, entropy loss = 5.313, time = 1.586
Epoch 2/16, Iter 2148/4516, lr 0.001000, train loss = 4.862, depth loss = 4.202, entropy loss = 4.862, time = 1.579
Epoch 2/16, Iter 2158/4516, lr 0.001000, train loss = 5.002, depth loss = 3.383, entropy loss = 5.002, time = 1.588
Epoch 2/16, Iter 2168/4516, lr 0.001000, train loss = 4.983, depth loss = 2.017, entropy loss = 4.983, time = 1.577
Epoch 2/16, Iter 2178/4516, lr 0.001000, train loss = 5.255, depth loss = 5.066, entropy loss = 5.255, time = 1.588
Epoch 2/16, Iter 2188/4516, lr 0.001000, train loss = 5.053, depth loss = 4.801, entropy loss = 5.053, time = 1.580
Epoch 2/16, Iter 2198/4516, lr 0.001000, train loss = 5.295, depth loss = 3.437, entropy loss = 5.295, time = 1.580
Epoch 2/16, Iter 2208/4516, lr 0.001000, train loss = 5.705, depth loss = 9.907, entropy loss = 5.705, time = 1.587
Epoch 2/16, Iter 2218/4516, lr 0.001000, train loss = 6.168, depth loss = 7.244, entropy loss = 6.168, time = 1.590
Epoch 2/16, Iter 2228/4516, lr 0.001000, train loss = 4.439, depth loss = 1.509, entropy loss = 4.439, time = 1.579
Epoch 2/16, Iter 2238/4516, lr 0.001000, train loss = 4.707, depth loss = 3.370, entropy loss = 4.707, time = 1.586
Epoch 2/16, Iter 2248/4516, lr 0.001000, train loss = 5.725, depth loss = 3.567, entropy loss = 5.725, time = 1.580
Epoch 2/16, Iter 2258/4516, lr 0.001000, train loss = 4.949, depth loss = 4.254, entropy loss = 4.949, time = 1.582
Epoch 2/16, Iter 2268/4516, lr 0.001000, train loss = 6.552, depth loss = 6.759, entropy loss = 6.552, time = 1.587
Epoch 2/16, Iter 2278/4516, lr 0.001000, train loss = 4.943, depth loss = 3.024, entropy loss = 4.943, time = 1.582
Epoch 2/16, Iter 2288/4516, lr 0.001000, train loss = 5.462, depth loss = 6.268, entropy loss = 5.462, time = 1.585
Epoch 2/16, Iter 2298/4516, lr 0.001000, train loss = 5.508, depth loss = 6.118, entropy loss = 5.508, time = 1.583
Epoch 2/16, Iter 2308/4516, lr 0.001000, train loss = 5.208, depth loss = 4.715, entropy loss = 5.208, time = 1.578
Epoch 2/16, Iter 2318/4516, lr 0.001000, train loss = 4.819, depth loss = 2.867, entropy loss = 4.819, time = 1.578
Epoch 2/16, Iter 2328/4516, lr 0.001000, train loss = 4.786, depth loss = 1.584, entropy loss = 4.786, time = 1.581
Epoch 2/16, Iter 2338/4516, lr 0.001000, train loss = 5.421, depth loss = 6.539, entropy loss = 5.421, time = 1.581
Epoch 2/16, Iter 2348/4516, lr 0.001000, train loss = 4.957, depth loss = 1.745, entropy loss = 4.957, time = 1.577
Epoch 2/16, Iter 2358/4516, lr 0.001000, train loss = 4.750, depth loss = 2.864, entropy loss = 4.750, time = 1.579
Epoch 2/16, Iter 2368/4516, lr 0.001000, train loss = 6.187, depth loss = 6.560, entropy loss = 6.187, time = 1.581
Epoch 2/16, Iter 2378/4516, lr 0.001000, train loss = 6.049, depth loss = 5.589, entropy loss = 6.049, time = 1.580
Epoch 2/16, Iter 2388/4516, lr 0.001000, train loss = 5.945, depth loss = 5.921, entropy loss = 5.945, time = 1.588
Epoch 2/16, Iter 2398/4516, lr 0.001000, train loss = 5.265, depth loss = 7.439, entropy loss = 5.265, time = 1.578
Epoch 2/16, Iter 2408/4516, lr 0.001000, train loss = 6.841, depth loss = 5.829, entropy loss = 6.841, time = 1.588
Epoch 2/16, Iter 2418/4516, lr 0.001000, train loss = 4.774, depth loss = 3.022, entropy loss = 4.774, time = 1.586
Epoch 2/16, Iter 2428/4516, lr 0.001000, train loss = 6.518, depth loss = 16.597, entropy loss = 6.518, time = 1.577
Epoch 2/16, Iter 2438/4516, lr 0.001000, train loss = 6.669, depth loss = 7.245, entropy loss = 6.669, time = 1.575
Epoch 2/16, Iter 2448/4516, lr 0.001000, train loss = 4.712, depth loss = 2.936, entropy loss = 4.712, time = 1.577
Epoch 2/16, Iter 2458/4516, lr 0.001000, train loss = 6.052, depth loss = 13.004, entropy loss = 6.052, time = 1.584
Epoch 2/16, Iter 2468/4516, lr 0.001000, train loss = 5.772, depth loss = 5.929, entropy loss = 5.772, time = 1.587
Epoch 2/16, Iter 2478/4516, lr 0.001000, train loss = 5.376, depth loss = 5.528, entropy loss = 5.376, time = 1.583
Epoch 2/16, Iter 2488/4516, lr 0.001000, train loss = 5.865, depth loss = 5.347, entropy loss = 5.865, time = 1.587
Epoch 2/16, Iter 2498/4516, lr 0.001000, train loss = 4.265, depth loss = 3.667, entropy loss = 4.265, time = 1.579
Epoch 2/16, Iter 2508/4516, lr 0.001000, train loss = 4.903, depth loss = 2.888, entropy loss = 4.903, time = 1.581
Epoch 2/16, Iter 2518/4516, lr 0.001000, train loss = 5.056, depth loss = 2.823, entropy loss = 5.056, time = 1.582
Epoch 2/16, Iter 2528/4516, lr 0.001000, train loss = 5.145, depth loss = 4.862, entropy loss = 5.145, time = 1.579
Epoch 2/16, Iter 2538/4516, lr 0.001000, train loss = 5.312, depth loss = 5.887, entropy loss = 5.312, time = 1.580
Epoch 2/16, Iter 2548/4516, lr 0.001000, train loss = 5.130, depth loss = 7.145, entropy loss = 5.130, time = 1.578
Epoch 2/16, Iter 2558/4516, lr 0.001000, train loss = 5.311, depth loss = 6.093, entropy loss = 5.311, time = 1.581
Epoch 2/16, Iter 2568/4516, lr 0.001000, train loss = 5.603, depth loss = 8.579, entropy loss = 5.603, time = 1.574
Epoch 2/16, Iter 2578/4516, lr 0.001000, train loss = 4.883, depth loss = 3.188, entropy loss = 4.883, time = 1.583
Epoch 2/16, Iter 2588/4516, lr 0.001000, train loss = 5.059, depth loss = 5.183, entropy loss = 5.059, time = 1.565
Epoch 2/16, Iter 2598/4516, lr 0.001000, train loss = 5.374, depth loss = 6.803, entropy loss = 5.374, time = 1.563
Epoch 2/16, Iter 2608/4516, lr 0.001000, train loss = 5.719, depth loss = 3.769, entropy loss = 5.719, time = 1.580
Epoch 2/16, Iter 2618/4516, lr 0.001000, train loss = 5.719, depth loss = 9.051, entropy loss = 5.719, time = 1.579
Epoch 2/16, Iter 2628/4516, lr 0.001000, train loss = 6.299, depth loss = 9.930, entropy loss = 6.299, time = 1.582
